DOI	Publication Date	Publication Year	Journal	'Research Article' or 'non-Research Article'?	Article Title	Citations - CrossRef	Citations - PubMed Central	Citations - Scopus	Total HTML Page Views	Total PDF Downloads	Total XML Downloads	Combined Usage (HTML + PDF + XML)	Blog Coverage - Postgenomic	Blog Coverage - Nature Blogs	Blog Coverage - Bloglines	Blog Coverage - ResearchBlogging.org	Number of Trackbacks	Social Bookmarking - CiteULike	Social Bookmarking - Connotea	Number of Ratings	Average Rating	Number of Note threads	Number of replies to Notes	Number of Comment threads	Number of replies to Comments	Number of 'Star Ratings' that also include a text comment
10.1371/journal.pone.0001239	39414	2007	PLoS ONE	RA	"The Gene Transformer of Anastrepha Fruit Flies (Diptera, Tephritidae) and Its Evolution in Insects"	0	3	4	757	155	17	929	0	0	0	0	0	1	0	1	4.0	0	0	0	0	0
10.1371/journal.pone.0001240	39414	2007	PLoS ONE	RA	"DAF-2/Insulin-Like Signaling in C. elegans Modifies Effects of Dietary Restriction and Nutrient Stress on Aging, Stress and Growth"	0	2	3	1418	358	19	1795	1	0	0	0	0	0	0	0	0.0	1	1	0	0	0
10.1371/journal.pone.0001241	39414	2007	PLoS ONE	RA	Subcellular Distribution of Mitochondrial Ribosomal RNA in the Mouse Oocyte and Zygote	0	0	0	892	175	18	1085	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0001242	39414	2007	PLoS ONE	RA	Physical Analyses of E. coli Heteroduplex Recombination Products In Vivo: On the Prevalence of 5? and 3? Patches	0	0	0	519	113	16	648	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0001243	39414	2007	PLoS ONE	RA	Multiple Origins of Knockdown Resistance Mutations in the Afrotropical Mosquito Vector Anopheles gambiae	1	4	10	954	268	26	1248	0	0	0	0	0	0	0	1	3.7	0	0	2	0	0
10.1371/journal.pone.0001244	39414	2007	PLoS ONE	RA	Admixture Mapping Provides Evidence of Association of the VNN1 Gene with Hypertension	2	1	3	849	194	43	1086	0	0	0	0	0	1	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0001245	39414	2007	PLoS ONE	RA	A Conceptual Framework for Mapping Quantitative Trait Loci Regulating Ontogenetic Allometry	1	0	0	811	112	35	958	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0001246	39414	2007	PLoS ONE	RA	An Intronic Signal for Alternative Splicing in the Human Genome	2	3	3	1091	303	24	1418	0	0	0	0	0	0	0	1	5.0	0	0	1	0	1
10.1371/journal.pone.0001247	39414	2007	PLoS ONE	RA	"Brain Responses to Violet, Blue, and Green Monochromatic Light Exposures in Humans: Prominent Role of Blue Light and the Brainstem"	1	2	6	2621	363	26	3010	0	0	0	0	1	0	0	1	3.3	2	2	0	0	0
10.1371/journal.pone.0001248	39414	2007	PLoS ONE	RA	"A Tale of Four Stories: Soil Ecology, Theory, Evolution and the Publication System"	1	0	1	2466	326	24	2816	0	0	0	0	1	0	0	1	3.0	0	0	1	1	1
10.1371/journal.pone.0001249	39414	2007	PLoS ONE	RA	Mosaic Genome Architecture of the Anopheles gambiae Species Complex	2	6	6	840	205	19	1064	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0001250	39414	2007	PLoS ONE	RA	Active Hippocampal Networks Undergo Spontaneous Synaptic Modification	2	1	3	1237	505	23	1765	0	0	0	0	0	1	0	0	0.0	0	0	1	0	0
10.1371/journal.pone.0001251	39414	2007	PLoS ONE	RA	Potent Activity of the HIV-1 Maturation Inhibitor Bevirimat in SCID-hu Thy/Liv Mice	3	4	9	916	212	17	1145	0	0	0	0	0	0	0	0	0.0	0	0	1	0	0
10.1371/journal.pone.0001252	39414	2007	PLoS ONE	RA	Transcriptional Networks in S. cerevisiae Linked to an Accumulation of Base Excision Repair Intermediates	0	1	2	541	162	13	716	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0001253	39421	2007	PLoS ONE	RA	Dynamic Perceptual Changes in Audiovisual Simultaneity	1	0	4	1020	256	11	1287	0	0	0	0	1	0	0	0	0.0	0	0	1	0	0
10.1371/journal.pone.0001254	39421	2007	PLoS ONE	RA	Amyotrophic Lateral Sclerosis: An Emerging Era of Collaborative Gene Discovery	2	1	5	1370	306	15	1691	0	0	0	0	0	1	0	0	0.0	2	0	0	0	0
10.1371/journal.pone.0001255	39421	2007	PLoS ONE	RA	On Testing Dependence between Time to Failure and Cause of Failure when Causes of Failure Are Missing	0	0	0	501	62	152	715	0	0	0	0	0	0	1	1	4.3	0	0	0	0	0
10.1371/journal.pone.0001256	39421	2007	PLoS ONE	RA	Functional Ablation of pRb Activates Cdk2 and Causes Antiestrogen Resistance in Human Breast Cancer Cells	2	1	3	691	160	20	871	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0001257	39421	2007	PLoS ONE	RA	"A Role for MRE11, NBS1, and Recombination Junctions in Replication and Stable Maintenance of EBV Episomes"	0	2	2	764	178	19	961	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0001258	39421	2007	PLoS ONE	RA	A Novel and Lethal De Novo LQT-3 Mutation in a Newborn with Distinct Molecular Pharmacology and Therapeutic Response	2	2	7	748	164	604	1516	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0001259	39421	2007	PLoS ONE	RA	"Effects of Genetic Mutations and Chemical Exposures on Caenorhabditis elegans Feeding: Evaluation of a Novel, High-Throughput Screening Assay"	1	3	5	1039	204	219	1462	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0001260	39421	2007	PLoS ONE	RA	HIV-Infected Children Living in Central Africa Have Low Persistence of Antibodies to Vaccines Used in the Expanded Program on Immunization	2	1	4	1414	226	401	2041	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0001261	39421	2007	PLoS ONE	RA	Determinants of RNA Quality from FFPE Samples	7	5	12	1948	594	32	2574	0	0	0	0	0	3	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0001262	39421	2007	PLoS ONE	RA	Gene-Centric Characteristics of Genome-Wide Association Studies	2	1	2	1813	271	18	2102	0	0	0	0	0	2	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0001263	39421	2007	PLoS ONE	RA	Time Processing in Huntington's Disease: A Group-Control Study	1	0	4	736	149	13	898	0	0	0	0	1	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0001264	39414	2007	PLoS ONE	RA	The Effect of Predictability on Subjective Duration	3	1	13	2461	565	27	3053	0	0	0	0	1	5	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0001265	39414	2007	PLoS ONE	RA	Identification of Novel Drosophila melanogaster MicroRNAs	3	7	7	1489	629	17	2135	0	0	0	0	0	1	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0001266	39421	2007	PLoS ONE	RA	Reporting Science and Conflicts of Interest in the Lay Press	2	1	4	2861	288	758	3907	2	0	0	0	3	0	0	1	5.0	1	0	0	0	0
10.1371/journal.pone.0001267	39421	2007	PLoS ONE	RA	Oxygen Reperfusion Damage in an Insect	2	3	3	1478	183	921	2582	0	0	0	0	1	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0001268	39421	2007	PLoS ONE	RA	Repeated Exposure to Media Violence Is Associated with Diminished Response in an Inhibitory Frontolimbic Network	1	0	0	8281	631	50	8962	3	0	0	0	2	1	0	0	0.0	0	0	1	0	0
10.1371/journal.pone.0001269	39421	2007	PLoS ONE	RA	The Mutant Form of Lamin A that Causes Hutchinson-Gilford Progeria Is a Biomarker of Cellular Aging in Human Skin	9	4	25	3208	597	809	4614	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0001270	39421	2007	PLoS ONE	RA	Expression of Pyruvate Carboxylase mRNA Variants in Liver of Dairy Cattle at Calving	0	0	1	6629	48	118	6795	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0001271	39421	2007	PLoS ONE	RA	"Analysis of the Neurotoxin Complex Genes in Clostridium botulinum A1-A4 and B1 Strains: BoNT/A3, /Ba4 and /B1 Clusters Are Located within Plasmids"	1	11	16	1497	318	22	1837	0	0	0	0	0	1	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0001272	39421	2007	PLoS ONE	RA	Multilineage Potential of Stable Human Mesenchymal Stem Cell Line Derived from Fetal Marrow	1	1	9	1785	663	41	2489	0	0	0	0	0	0	0	0	0.0	0	0	1	0	0
10.1371/journal.pone.0001273	39421	2007	PLoS ONE	RA	Depolarization-Evoked Secretion Requires Two Vicinal Transmembrane Cysteines of Syntaxin 1A	0	1	0	468	94	701	1263	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0001274	39421	2007	PLoS ONE	RA	A Genomic Background Based Method for Association Analysis in Related Individuals	6	3	3	1125	326	160	1611	0	0	0	0	0	1	0	1	2.0	0	0	0	0	1
10.1371/journal.pone.0001275	39421	2007	PLoS ONE	RA	Structure of the Scientific Community Modelling the Evolution of Resistance	1	2	1	1364	263	35	1662	0	0	0	0	1	1	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0001276	39421	2007	PLoS ONE	RA	Infectious Offspring: How Birds Acquire and Transmit an Avian Polyomavirus in the Wild	2	0	2	997	172	26	1195	0	0	0	0	1	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0001277	39421	2007	PLoS ONE	RA	"Patterns of Genome Evolution among the Microsporidian Parasites Encephalitozoon cuniculi, Antonospora locustae and Enterocytozoon bieneusi"	1	6	9	1413	241	21	1675	0	0	0	0	0	1	0	0	0.0	0	0	4	1	0
10.1371/journal.pone.0001278	39421	2007	PLoS ONE	RA	A Virosomal Malaria Peptide Vaccine Elicits a Long-Lasting Sporozoite-Inhibitory Antibody Response in a Phase 1a Clinical Trial	1	1	7	1558	323	41	1922	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0001279	39421	2007	PLoS ONE	RA	"Mutation Analysis of BRAF, MEK1 and MEK2 in 15 Ovarian Cancer Cell Lines: Implications for Therapy"	6	4	13	1250	329	26	1605	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0001280	39421	2007	PLoS ONE	RA	The Genotype Specific Competitive Ability Does Not Correlate with Infection in Natural Daphnia magna Populations	2	1	3	469	62	20	551	0	0	0	0	0	0	0	1	3.3	0	0	0	0	1
10.1371/journal.pone.0001281	39421	2007	PLoS ONE	RA	Effects of Blood Collection Conditions on Ovarian Cancer Serum Markers	0	4	8	1283	217	27	1527	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0001282	39428	2007	PLoS ONE	RA	Geometric Triangular Chiral Hexagon Crystal-Like Complexes Organization in Pathological Tissues Biological Collision Order	0	0	0	4346	93	34	4473	0	0	0	0	0	0	0	1	5.0	0	0	1	0	1
10.1371/journal.pone.0001283	39428	2007	PLoS ONE	RA	"Sexual Risk Behaviors for HIV/AIDS in Chuuk State, Micronesia: The Case for HIV Prevention in Vulnerable Remote Populations"	0	0	1	1636	96	396	2128	0	0	0	0	1	0	0	0	0.0	0	0	1	0	0
10.1371/journal.pone.0001284	39428	2007	PLoS ONE	RA	Early Detection of Tuberculosis Outbreaks among the San Francisco Homeless: Trade-Offs Between Spatial Resolution and Temporal Scale	0	1	2	873	170	162	1205	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0001285	39428	2007	PLoS ONE	RA	Genetic Impact of a Severe El Ni?o Event on Gal?pagos Marine Iguanas (Amblyrhynchus cristatus)	2	2	1	1659	272	15	1946	0	0	0	0	1	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0001286	39428	2007	PLoS ONE	RA	Predation by Bears Drives Senescence in Natural Populations of Salmon	1	0	4	1620	294	18	1932	0	0	0	1	1	0	1	0	0.0	0	0	2	0	0
10.1371/journal.pone.0001287	39428	2007	PLoS ONE	RA	A Novel Interhemispheric Interaction: Modulation of Neuronal Cooperativity in the Visual Areas	4	0	4	675	150	12	837	0	0	0	0	1	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0001288	39428	2007	PLoS ONE	RA	Loss of Sugar Detection by GLUT2 Affects Glucose Homeostasis in Mice	0	0	1	1713	304	874	2891	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0001289	39428	2007	PLoS ONE	RA	Widespread Epigenetic Abnormalities Suggest a Broad DNA Methylation Erasure Defect in Abnormal Human Sperm	7	0	5	1540	508	19	2067	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0001290	39428	2007	PLoS ONE	RA	Experience of Violence and Socioeconomic Position in South Africa: A National Study	1	1	2	855	73	12	940	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0001291	39428	2007	PLoS ONE	RA	Modulation of Bacterial Type III Secretion System by a Spermidine Transporter Dependent Signaling Pathway	0	1	1	987	199	14	1200	0	0	0	0	0	0	0	0	0.0	0	0	1	0	0
10.1371/journal.pone.0001292	39428	2007	PLoS ONE	RA	What Are You Feeling? Using Functional Magnetic Resonance Imaging to Assess the Modulation of Sensory and Affective Responses during Empathy for Pain	10	2	22	1515	407	14	1936	0	0	0	0	1	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0001293	39428	2007	PLoS ONE	RA	Monoallelic Expression of Multiple Genes in the CNS	1	0	4	1174	333	15	1522	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0001294	39428	2007	PLoS ONE	RA	What Causes Partial F1 Hybrid Viability? Incomplete Penetrance versus Genetic Variation	3	1	3	1241	130	14	1385	0	0	0	0	1	0	0	0	0.0	0	0	1	1	0
10.1371/journal.pone.0001295	39428	2007	PLoS ONE	RA	Does Time Really Slow Down during a Frightening Event?	2	0	9	7490	866	21	8377	0	0	0	1	2	7	0	0	0.0	1	0	0	0	0
10.1371/journal.pone.0001296	39428	2007	PLoS ONE	RA	"Global Patterns in Seasonal Activity of Influenza A/H3N2, A/H1N1, and B from 1997 to 2005: Viral Coexistence and Latitudinal Gradients"	7	7	14	1611	505	16	2132	0	0	0	0	0	2	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0001297	39428	2007	PLoS ONE	RA	Human RECQ1 Is a DNA Damage Responsive Protein Required for Genotoxic Stress Resistance and Suppression of Sister Chromatid Exchanges	3	3	9	1125	368	23	1516	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0001298	39428	2007	PLoS ONE	RA	High Resolution Population Maps for Low Income Nations: Combining Land Cover and Census in East Africa	2	6	6	3115	249	337	3701	0	0	0	0	0	0	0	0	0.0	0	0	2	1	0
10.1371/journal.pone.0001299	39428	2007	PLoS ONE	RA	Increased Litterfall in Tropical Forests Boosts the Transfer of Soil CO2 to the Atmosphere	1	0	7	1797	357	21	2175	0	0	0	0	1	0	1	0	0.0	0	0	0	0	0
10.1371/journal.pone.0001300	39428	2007	PLoS ONE	RA	Recombinant Interleukin-24 Lacks Apoptosis-Inducing Properties in Melanoma Cells	1	0	3	837	222	24	1083	0	0	0	0	0	0	0	0	0.0	0	0	1	0	0
10.1371/journal.pone.0001301	39428	2007	PLoS ONE	RA	Revisiting Estimates of CTL Killing Rates In Vivo	1	2	6	1000	281	167	1448	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0001302	39428	2007	PLoS ONE	RA	Cross-Attraction between an Exotic and a Native Pine Bark Beetle: A Novel Invasion Mechanism?	0	0	0	852	126	713	1691	0	0	0	0	1	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0001303	39428	2007	PLoS ONE	RA	Clustered Gene Expression Changes Flank Targeted Gene Loci in Knockout Mice	1	1	4	994	200	17	1211	0	0	0	0	0	1	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0001304	39428	2007	PLoS ONE	RA	Scrapie-Specific Pathology of Sheep Lymphoid Tissues	2	4	4	762	226	28	1016	0	0	0	0	0	0	0	1	5.0	0	0	1	0	0
10.1371/journal.pone.0001305	39428	2007	PLoS ONE	RA	"A Randomized, Crossover Study to Evaluate the Pharmacokinetics of Amantadine and Oseltamivir Administered Alone and in Combination"	0	2	5	1678	323	29	2030	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0001306	39428	2007	PLoS ONE	RA	Detection of Chromosomal Structural Alterations in Single Cells by SNP Arrays: A Systematic Survey of Amplification Bias and Optimized Workflow	3	3	3	733	249	16	998	0	0	0	0	0	1	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0001308	39428	2007	PLoS ONE	RA	Probiotic Escherichia coli Nissle 1917 Inhibits Leaky Gut by Enhancing Mucosal Integrity	6	1	21	3031	641	559	4231	0	0	0	0	0	5	0	0	0.0	0	0	2	0	0
10.1371/journal.pone.0001309	39428	2007	PLoS ONE	RA	Impact of Resistant Starch on Body Fat Patterning and Central Appetite Regulation	3	2	8	1356	276	198	1830	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0001310	39428	2007	PLoS ONE	RA	Exchanging Murine and Human Immunoglobulin Constant Chains Affects the Kinetics and Thermodynamics of Antigen Binding and Chimeric Antibody Autoreactivity	2	1	5	633	168	14	815	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0001311	39428	2007	PLoS ONE	RA	A Randomized Open-Label Trial of Artesunate- Sulfadoxine-Pyrimethamine with or without Primaquine for Elimination of Sub-Microscopic P. falciparum Parasitaemia and Gametocyte Carriage in Eastern Sudan	1	2	1	985	218	32	1235	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0001312	39435	2007	PLoS ONE	RA	"SAVVY? (C31G) Gel for Prevention of HIV infection in Women: A Phase 3, Double-Blind, Randomized, Placebo-Controlled Trial in Ghana"	10	5	13	1631	256	27	1914	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0001313	39428	2007	PLoS ONE	RA	Nitrosylcobalamin Potentiates the Anti-Neoplastic Effects of Chemotherapeutic Agents via Suppression of Survival Signaling	2	1	2	1886	236	144	2266	0	0	0	0	0	2	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0001314	39435	2007	PLoS ONE	RA	Identification of Novel High-Frequency DNA Methylation Changes in Breast Cancer	6	5	9	3057	1051	37	4145	0	0	0	0	1	2	1	0	0.0	0	0	0	0	0
10.1371/journal.pone.0001315	39435	2007	PLoS ONE	RA	A New In Vitro Strand Transfer Assay for Monitoring Bacterial Class 1 Integron Recombinase IntI1 Activity	0	1	0	417	108	13	538	0	0	0	0	0	2	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0001316	39435	2007	PLoS ONE	RA	Candida albicans Modulates Host Defense by Biosynthesizing the Pro-Resolving Mediator Resolvin E1	4	1	7	1250	264	24	1538	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0001317	39435	2007	PLoS ONE	RA	Modifying Ligand-Induced and Constitutive Signaling of the Human 5-HT4 Receptor	1	2	5	662	156	228	1046	0	0	0	0	0	2	0	0	0.0	0	0	1	0	0
10.1371/journal.pone.0001318	39435	2007	PLoS ONE	RA	Full-Exon Resequencing Reveals Toll-Like Receptor Variants Contribute to Human Susceptibility to Tuberculosis Disease	5	5	18	1210	470	13	1693	0	0	0	0	0	0	0	0	0.0	0	0	2	0	0
10.1371/journal.pone.0001319	39435	2007	PLoS ONE	RA	A Family of Chemoreceptors in Tribolium castaneum (Tenebrionidae: Coleoptera)	4	1	6	1471	221	21	1713	0	0	0	0	1	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0001320	39435	2007	PLoS ONE	RA	Alloxan-Induced Diabetes Triggers the Development of Periodontal Disease in Rats	0	0	0	1463	163	16	1642	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0001321	39435	2007	PLoS ONE	RA	Salvianolic Acid B Inhibits Hydrogen Peroxide-Induced Endothelial Cell Apoptosis through Regulating PI3K/Akt Signaling	2	0	9	813	185	14	1012	0	0	0	0	0	1	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0001322	39435	2007	PLoS ONE	RA	A Systems Biology Approach Identifies a R2R3 MYB Gene Subfamily with Distinct and Overlapping Functions in Regulation of Aliphatic Glucosinolates	16	6	23	1189	313	310	1812	0	0	0	0	0	1	0	2	2.5	0	0	0	0	0
10.1371/journal.pone.0001323	39435	2007	PLoS ONE	RA	Perceptual Learning in the Absence of Task or Stimulus Specificity	0	0	1	818	199	7	1024	0	0	0	0	0	0	0	1	5.0	0	0	0	0	0
10.1371/journal.pone.0001324	39435	2007	PLoS ONE	RA	Canine Population Structure: Assessment and Impact of Intra-Breed Stratification on SNP-Based Association Studies	4	3	4	1950	369	17	2336	1	0	0	1	2	0	0	0	0.0	1	0	1	0	0
10.1371/journal.pone.0001325	39435	2007	PLoS ONE	RA	Modification of Hydrophilic and Hydrophobic Surfaces Using an Ionic-Complementary Peptide	4	0	7	1186	203	716	2105	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0001326	39435	2007	PLoS ONE	RA	A High Quality Draft Consensus Sequence of the Genome of a Heterozygous Grapevine Variety	50	33	93	7282	1680	56	9018	0	0	0	0	1	3	2	0	0.0	0	0	0	0	0
10.1371/journal.pone.0001327	39435	2007	PLoS ONE	RA	"High-Pass Filtering of Input Signals by the Ih Current in a Non-Spiking Neuron, the Retinal Rod Bipolar Cell"	1	0	0	1897	194	16	2107	2	0	0	0	1	1	0	0	0.0	1	0	1	11	0
10.1371/journal.pone.0001328	39435	2007	PLoS ONE	RA	Information and Discriminability as Measures of Reliability of Sensory Coding	0	0	1	777	201	11	989	0	0	0	0	0	1	0	0	0.0	0	0	1	1	0
10.1371/journal.pone.0001329	39442	2007	PLoS ONE	RA	Genome Evolution and the Emergence of Fruiting Body Development in Myxococcus xanthus	0	1	1	834	186	19	1039	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0001330	39442	2007	PLoS ONE	RA	Risk Assessment of Transmission of Sporadic Creutzfeldt-Jakob Disease in Endodontic Practice in Absence of Adequate Prion Inactivation	0	0	2	767	141	18	926	0	0	0	0	0	1	0	0	0.0	1	0	1	0	0
10.1371/journal.pone.0001331	39442	2007	PLoS ONE	RA	Axon Myelin Transfer of a Non-Enveloped Virus	1	5	5	844	145	11	1000	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0001332	39442	2007	PLoS ONE	RA	A Tale of Switched Functions: From Cyclooxygenase Inhibition to M-Channel Modulation in New Diphenylamine Derivatives	1	0	3	911	145	855	1911	0	0	0	0	0	0	0	0	0.0	0	0	1	0	0
10.1371/journal.pone.0001333	39435	2007	PLoS ONE	RA	Serotonin Differentially Regulates Short- and Long-Term Prediction of Rewards in the Ventral and Dorsal Striatum	3	4	16	1279	395	18	1692	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0001334	39435	2007	PLoS ONE	RA	The Cebpd (C/EBP?) Gene Is Induced by Luteinizing Hormones in Ovarian Theca and Interstitial Cells But Is Not Essential for Mouse Ovary Function	0	0	0	549	110	13	672	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0001335	39435	2007	PLoS ONE	RA	Rapid Diagnosis of Smear-Negative Tuberculosis Using Immunology and Microbiology with Induced Sputum in HIV-Infected and Uninfected Individuals	4	0	9	1658	328	302	2288	0	0	0	0	0	0	0	0	0.0	0	0	1	1	0
10.1371/journal.pone.0001336	39435	2007	PLoS ONE	RA	Visual Feedback Is Not Necessary for the Learning of Novel Dynamics	2	2	7	1006	205	10	1221	0	0	0	0	1	2	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0001337	39442	2007	PLoS ONE	RA	Inhibition of Chk1 Kills Tetraploid Tumor Cells through a p53-Dependent Pathway	4	0	14	1526	526	22	2074	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0001338	39435	2007	PLoS ONE	RA	Id1 Restrains p21 Expression to Control Endothelial Progenitor Cell Formation	7	3	12	1222	348	12	1582	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0001339	39435	2007	PLoS ONE	RA	Expression Analysis of the Ligands for the Natural Killer Cell Receptors NKp30 and NKp44	9	5	12	895	305	20	1220	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0001340	39435	2007	PLoS ONE	RA	Role of PSIP1/LEDGF/p75 in Lentiviral Infectivity and Integration Targeting	7	14	28	1135	322	16	1473	0	0	0	0	0	0	1	0	0.0	0	0	0	0	0
10.1371/journal.pone.0001341	39435	2007	PLoS ONE	RA	Light Variability Illuminates Niche-Partitioning among Marine Picocyanobacteria	2	1	7	1208	234	317	1759	0	0	0	0	1	4	0	0	0.0	0	0	1	0	0
10.1371/journal.pone.0001342	39435	2007	PLoS ONE	RA	"Bub1 Is a Fission Yeast Kinetochore Scaffold Protein, and Is Sufficient to Recruit other Spindle Checkpoint Proteins to Ectopic Sites on Chromosomes"	1	2	3	834	230	19	1083	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0001343	39435	2007	PLoS ONE	RA	"Thiacetazone, an Antitubercular Drug that Inhibits Cyclopropanation of Cell Wall Mycolic Acids in Mycobacteria"	6	2	12	1873	451	16	2340	0	0	0	0	0	0	0	0	0.0	0	0	1	0	0
10.1371/journal.pone.0001344	39435	2007	PLoS ONE	RA	Adipose Gene Expression Prior to Weight Loss Can Differentiate and Weakly Predict Dietary Responders	3	0	3	918	198	304	1420	0	0	0	0	0	0	0	0	0.0	1	0	0	0	0
10.1371/journal.pone.0001345	39456	2008	PLoS ONE	RA	Chasing Migration Genes: A Brain Expressed Sequence Tag Resource for Summer and Migratory Monarch Butterflies (Danaus plexippus)	1	1	3	2880	441	26	3347	0	0	0	1	1	0	0	0	0.0	1	0	1	0	0
10.1371/journal.pone.0001346	39435	2007	PLoS ONE	RA	Multi-Locus Sequence Typing of Bartonella henselae Isolates from Three Continents Reveals Hypervirulent and Feline-Associated Clones	2	2	3	475	136	15	626	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0001347	39435	2007	PLoS ONE	RA	Linking Gene Expression and Functional Network Data in Human Heart Failure	3	2	4	1479	413	645	2537	0	0	0	0	0	2	0	0	0.0	1	0	0	0	0
10.1371/journal.pone.0001348	39442	2007	PLoS ONE	RA	Molecular Analysis of Thymopentin Binding to HLA-DR Molecules	1	0	2	671	105	751	1527	0	0	0	0	0	0	0	0	0.0	0	0	1	0	0
10.1371/journal.pone.0001349	39435	2007	PLoS ONE	RA	Neural Induction from ES Cells Portrays Default Commitment but Instructive Maturation	0	0	0	782	225	18	1025	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0001350	39442	2007	PLoS ONE	RA	External Validation of a Measurement Tool to Assess Systematic Reviews (AMSTAR)	1	1	5	1152	244	248	1644	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0001351	39442	2007	PLoS ONE	RA	The Oral Cavity and Age: A Site of Chronic Inflammation?	2	1	5	1068	147	19	1234	1	0	0	0	1	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0001352	39442	2007	PLoS ONE	RA	Arrest of Cytoplasmic Streaming Induces Algal Proliferation in Green Paramecia	1	0	1	1157	92	13	1262	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
