
<!-- saved from url=(0066)http://72.14.190.127:5984/am/_design/crunch/_list/csv/event_counts -->
<html><head><meta http-equiv="Content-Type" content="text/html; charset=UTF-8"></head><body>doi	pubDate	journal	f1000Factor	backtweetsCount	deliciousCount	facebookShareCount	facebookLikeCount	facebookCommentCount	facebookClickCount	mendeleyReadersCount	almBlogsCount	pdfDownloadsCount	xmlDownloadsCount	htmlDownloadsCount	almCiteULikeCount	almScopusCount	almPubMedCount	almCrossRefCount	plosCommentCount	plosCommentResponsesCount	wikipediaCites
10.1371/journal.pgen.0030059	2007-04-20T00:00:00+00:00	pgen	false	0	0	0	0	0	0	13	1	922	24	2510	11	6	13	4	0	0	0
10.1371/journal.pgen.0030061	2007-04-27T00:00:00+00:00	pgen	false	0	0	0	0	0	0	0	0	791	13	2324	1	33	27	36	0	0	2
10.1371/journal.pgen.0030062	2007-04-20T00:00:00+00:00	pgen	false	0	0	0	0	0	0	2	1	688	24	3380	0	6	4	5	0	0	0
10.1371/journal.pgen.0030063	2007-04-20T00:00:00+00:00	pgen	false	0	0	0	0	0	0	6	1	894	25	2425	0	21	27	10	0	0	1
10.1371/journal.pgen.0030064	2007-04-27T00:00:00+00:00	pgen	false	0	0	0	0	0	0	3	0	1336	28	4518	0	28	20	20	0	0	0
10.1371/journal.pgen.0030065	2007-05-04T00:00:00+00:00	pgen	false	0	0	0	0	0	0	4	0	802	19	2535	0	6	4	9	0	0	0
10.1371/journal.pgen.0030066	2007-04-20T00:00:00+00:00	pgen	false	0	4	0	0	0	0	21	0	1805	32	5702	2	10	5	15	0	0	0
10.1371/journal.pgen.0030067	2007-05-11T00:00:00+00:00	pgen	false	0	0	0	0	0	0	10	0	709	18	2031	0	12	6	10	0	0	0
10.1371/journal.pgen.0030068	2007-04-27T00:00:00+00:00	pgen	8	0	0	0	0	0	0	4	0	560	14	2086	0	6	3	4	0	0	0
10.1371/journal.pgen.0030069	2007-04-27T00:00:00+00:00	pgen	false	0	0	0	0	0	0	1	0	327	15	1175	0	4	5	4	0	0	0
10.1371/journal.pgen.0030070	2007-04-27T00:00:00+00:00	pgen	false	0	0	0	0	0	0	5	0	639	16	1754	0	4	3	6	0	0	0
10.1371/journal.pgen.0030071	2007-05-11T00:00:00+00:00	pgen	false	0	0	0	0	0	0	0	0	336	14	1564	0	3	4	10	0	0	0
10.1371/journal.pgen.0030072	2007-05-04T00:00:00+00:00	pgen	6	0	0	0	0	0	0	6	0	553	18	1934	0	6	5	5	0	0	0
10.1371/journal.pgen.0030074	2007-05-18T00:00:00+00:00	pgen	false	0	0	0	0	0	0	5	0	962	17	2336	2	22	18	20	0	0	0
10.1371/journal.pgen.0030075	2007-05-18T00:00:00+00:00	pgen	false	0	0	0	0	0	0	5	0	846	24	3004	4	19	15	9	0	0	1
10.1371/journal.pgen.0030076	2007-05-11T00:00:00+00:00	pgen	false	0	0	0	0	0	0	2	0	515	13	1735	1	15	15	5	0	0	0
10.1371/journal.pgen.0030077	2007-05-18T00:00:00+00:00	pgen	false	0	0	0	0	0	0	1	0	499	17	2534	0	6	7	8	0	0	0
10.1371/journal.pgen.0030078	2007-05-25T00:00:00+00:00	pgen	10	0	0	0	0	0	0	13	0	2308	40	5243	0	57	57	51	0	0	1
10.1371/journal.pgen.0030079	2007-05-25T00:00:00+00:00	pgen	6	0	1	9	0	0	0	16	0	6489	111	38048	1	44	28	35	2	1	1
10.1371/journal.pgen.0030080	2007-05-25T00:00:00+00:00	pgen	false	0	0	0	0	0	0	1	0	415	21	1727	1	2	7	11	0	0	1
10.1371/journal.pgen.0030081	2007-05-18T00:00:00+00:00	pgen	false	0	0	0	0	0	0	4	0	1063	26	2819	4	8	6	9	0	0	0
10.1371/journal.pgen.0030082	2007-05-11T00:00:00+00:00	pgen	false	0	0	0	0	0	0	11	1	2276	71	5468	2	22	26	20	0	0	0
10.1371/journal.pgen.0030083	2007-05-25T00:00:00+00:00	pgen	false	0	0	0	0	0	0	2	0	272	15	893	0	3	7	5	0	0	0
10.1371/journal.pgen.0030084	2007-05-25T00:00:00+00:00	pgen	false	0	0	0	0	0	0	23	1	1937	52	4466	3	20	14	18	0	0	0
10.1371/journal.pgen.0030085	2007-05-25T00:00:00+00:00	pgen	false	0	0	0	0	0	0	15	0	1013	31	2810	4	14	26	13	0	0	0
10.1371/journal.pgen.0030086	2007-06-01T00:00:00+00:00	pgen	8	0	0	0	0	0	0	11	0	1602	35	3963	3	52	22	36	0	0	0
10.1371/journal.pgen.0030087	2007-06-01T00:00:00+00:00	pgen	false	0	0	0	0	0	0	12	0	1889	51	5263	5	72	53	26	1	0	0
10.1371/journal.pgen.0030088	2007-06-01T00:00:00+00:00	pgen	false	0	0	0	0	0	0	1	1	363	16	1270	0	4	8	2	0	0	2
10.1371/journal.pgen.0030089	2007-06-01T00:00:00+00:00	pgen	6	0	0	0	0	0	0	12	0	1308	53	4530	2	16	22	15	0	0	0
10.1371/journal.pgen.0030090	2007-06-01T00:00:00+00:00	pgen	7	0	2	0	0	0	0	3	5	3224	63	9992	15	53	51	61	0	0	2
10.1371/journal.pgen.0030091	2007-06-08T00:00:00+00:00	pgen	false	0	1	0	0	0	0	9	0	929	34	2475	1	8	4	5	0	0	0
10.1371/journal.pgen.0030092	2007-06-01T00:00:00+00:00	pgen	false	0	0	0	0	0	0	3	0	405	19	1512	0	7	5	3	0	0	0
10.1371/journal.pgen.0030093	2007-06-15T00:00:00+00:00	pgen	false	0	0	0	0	0	0	4	0	621	14	1533	0	22	11	14	0	0	0
10.1371/journal.pgen.0030094	2007-06-08T00:00:00+00:00	pgen	false	0	0	0	0	0	0	3	0	1188	30	2756	0	39	26	12	0	0	0
10.1371/journal.pgen.0030095	2007-06-15T00:00:00+00:00	pgen	10	0	0	0	0	0	0	6	0	785	21	2865	0	15	11	8	1	0	0
10.1371/journal.pgen.0030096	2007-06-15T00:00:00+00:00	pgen	false	0	0	0	0	0	0	20	0	1404	34	3786	8	20	21	14	0	0	0
10.1371/journal.pgen.0030097	2007-06-08T00:00:00+00:00	pgen	false	0	1	0	0	0	0	7	0	868	23	3633	1	15	17	19	0	0	0
10.1371/journal.pgen.0030098	2007-06-15T00:00:00+00:00	pgen	false	0	0	0	0	0	0	22	0	2397	56	7165	9	42	23	29	2	1	0
10.1371/journal.pgen.0030099	2007-06-15T00:00:00+00:00	pgen	false	0	0	0	0	0	0	14	0	1412	32	3239	6	16	21	18	0	0	0
10.1371/journal.pgen.0030100	2007-06-22T00:00:00+00:00	pgen	false	0	0	0	0	0	0	2	0	393	16	1334	3	12	11	7	0	0	0
10.1371/journal.pgen.0030101	2007-06-15T00:00:00+00:00	pgen	false	0	0	0	0	0	0	0	0	784	27	2336	0	8	1	1	0	0	0
10.1371/journal.pgen.0030102	2007-06-22T00:00:00+00:00	pgen	false	0	0	0	0	0	0	0	0	550	20	1738	0	15	9	6	0	0	0
10.1371/journal.pgen.0030103	2007-06-29T00:00:00+00:00	pgen	false	0	0	0	0	0	0	0	0	378	15	1604	0	8	3	14	0	0	0
10.1371/journal.pgen.0030104	2007-06-29T00:00:00+00:00	pgen	false	0	1	1	0	0	0	20	7	2307	159	19977	4	14	7	12	2	0	0
10.1371/journal.pgen.0030105	2007-06-22T00:00:00+00:00	pgen	false	0	0	0	0	0	0	9	0	391	18	1160	0	8	6	5	0	0	0
10.1371/journal.pgen.0030106	2007-06-29T00:00:00+00:00	pgen	8	0	0	0	0	0	0	4	0	390	14	1883	0	7	2	6	1	0	0
10.1371/journal.pgen.0030107	2007-07-06T00:00:00+00:00	pgen	6	0	0	0	0	0	0	7	0	675	23	2791	1	4	11	0	0	0	0
10.1371/journal.pgen.0030108	2007-06-22T00:00:00+00:00	pgen	6	0	0	0	0	0	0	2	0	617	18	1773	0	16	6	13	0	0	1
10.1371/journal.pgen.0030109	2007-06-29T00:00:00+00:00	pgen	false	0	0	0	0	0	0	6	0	1751	27	3212	2	11	13	19	0	0	0
10.1371/journal.pgen.0030110	2007-07-06T00:00:00+00:00	pgen	false	0	0	0	0	0	0	4	0	1660	34	4340	2	3	6	4	0	0	0
10.1371/journal.pgen.0030111	2007-07-06T00:00:00+00:00	pgen	false	0	1	0	0	0	0	8	0	976	13	2338	6	11	5	7	0	0	0
10.1371/journal.pgen.0030112	2007-07-06T00:00:00+00:00	pgen	false	0	0	0	0	0	0	12	0	841	20	2971	3	26	25	15	0	0	0
10.1371/journal.pgen.0030113	2007-07-13T00:00:00+00:00	pgen	false	0	0	0	0	0	0	3	0	458	14	1708	0	6	9	5	0	0	0
10.1371/journal.pgen.0030114	2007-07-27T00:00:00+00:00	pgen	false	0	0	0	0	0	0	32	0	2030	31	5557	10	36	53	56	0	0	0
10.1371/journal.pgen.0030115	2007-07-20T00:00:00+00:00	pgen	false	0	0	0	0	0	0	15	0	3187	62	9505	1	129	100	132	1	0	0
10.1371/journal.pgen.0030116	2007-07-27T00:00:00+00:00	pgen	8	0	0	0	0	0	0	4	0	666	12	2027	1	14	2	8	0	0	0
10.1371/journal.pgen.0030117	2007-07-13T00:00:00+00:00	pgen	false	0	0	0	0	0	0	2	0	305	19	1266	0	2	7	3	0	0	0
10.1371/journal.pgen.0030118	2007-07-20T00:00:00+00:00	pgen	false	0	0	0	0	0	0	2	0	198	11	691	2	4	1	1	0	0	0
10.1371/journal.pgen.0030119	2007-07-20T00:00:00+00:00	pgen	false	0	0	0	0	0	0	13	3	1360	27	3736	4	8	8	7	0	0	0
10.1371/journal.pgen.0030120	2007-07-27T00:00:00+00:00	pgen	false	0	0	0	0	0	0	5	0	393	15	1479	1	2	2	2	1	0	0
10.1371/journal.pgen.0030121	2007-07-27T00:00:00+00:00	pgen	false	0	0	0	0	0	0	6	0	512	19	1496	0	7	8	2	0	0	0
10.1371/journal.pgen.0030122	2007-07-27T00:00:00+00:00	pgen	false	0	0	0	0	0	0	0	0	88	14	358	0	0	0	0	0	0	0
10.1371/journal.pgen.0030123	2007-07-20T00:00:00+00:00	pgen	false	0	0	0	0	0	0	9	0	1395	23	3558	3	20	22	22	0	0	0
10.1371/journal.pgen.0030124	2007-07-27T00:00:00+00:00	pgen	false	0	0	0	0	0	0	3	0	514	39	3140	0	3	6	3	0	0	0
10.1371/journal.pgen.0030125	2007-07-27T00:00:00+00:00	pgen	false	0	0	0	0	0	0	7	0	1601	40	5047	2	10	5	7	0	0	0
10.1371/journal.pgen.0030126	2007-08-03T00:00:00+00:00	pgen	false	0	1	0	0	0	0	4	0	652	12	1715	0	7	7	4	0	0	0
10.1371/journal.pgen.0030127	2007-07-27T00:00:00+00:00	pgen	6	0	0	0	0	0	0	10	0	1099	31	3144	3	16	14	12	0	0	0
10.1371/journal.pgen.0030128	2007-08-03T00:00:00+00:00	pgen	false	0	0	0	0	0	0	2	0	484	20	1970	3	9	11	4	0	0	1
10.1371/journal.pgen.0030129	2007-09-28T00:00:00+00:00	pgen	false	0	0	0	0	0	0	17	0	1535	46	3964	4	30	15	12	0	0	0
10.1371/journal.pgen.0030130	2007-08-10T00:00:00+00:00	pgen	false	0	0	0	0	0	0	0	0	709	34	2128	0	7	7	5	0	0	0
10.1371/journal.pgen.0030131	2007-08-10T00:00:00+00:00	pgen	false	0	0	0	0	0	0	4	0	372	13	1402	0	5	6	2	0	0	0
10.1371/journal.pgen.0030132	2007-08-10T00:00:00+00:00	pgen	false	0	0	0	0	0	0	3	0	354	11	1208	0	6	8	9	0	0	0
10.1371/journal.pgen.0030133	2007-08-10T00:00:00+00:00	pgen	6	0	1	0	0	0	0	11	1	1011	47	2973	2	11	11	21	0	0	0
10.1371/journal.pgen.0030134	2007-08-10T00:00:00+00:00	pgen	false	0	0	0	0	0	0	2	0	572	14	2243	0	3	6	2	0	0	0
10.1371/journal.pgen.0030135	2007-08-17T00:00:00+00:00	pgen	false	0	0	0	0	0	0	7	0	664	18	2043	0	2	3	5	0	0	0
10.1371/journal.pgen.0030136	2007-08-17T00:00:00+00:00	pgen	6	0	0	0	0	0	0	12	0	1802	19	4095	10	25	25	18	0	0	0
10.1371/journal.pgen.0030137	2007-08-17T00:00:00+00:00	pgen	false	0	0	0	0	0	0	4	0	883	21	2028	1	7	2	4	0	0	0
10.1371/journal.pgen.0030138	2007-08-24T00:00:00+00:00	pgen	false	0	0	0	0	0	0	9	1	615	13	1966	1	8	7	8	0	0	0
10.1371/journal.pgen.0030139	2007-08-31T00:00:00+00:00	pgen	false	0	0	0	0	0	0	0	0	386	11	1774	0	6	2	2	0	0	0
10.1371/journal.pgen.0030140	2007-08-24T00:00:00+00:00	pgen	false	0	0	0	0	0	0	2	0	867	25	2370	0	11	6	7	0	0	0
10.1371/journal.pgen.0030141	2007-08-24T00:00:00+00:00	pgen	false	0	0	0	0	0	0	6	0	582	16	1658	1	11	12	7	0	0	0
10.1371/journal.pgen.0030142	2007-08-31T00:00:00+00:00	pgen	false	0	0	0	0	0	0	3	0	554	17	2154	0	4	8	3	0	0	0
10.1371/journal.pgen.0030143	2007-08-24T00:00:00+00:00	pgen	false	0	0	0	0	0	0	11	0	1077	22	3182	7	5	7	4	0	0	0
10.1371/journal.pgen.0030144	2007-08-24T00:00:00+00:00	pgen	false	0	0	0	0	0	0	9	0	935	20	2899	1	13	16	14	0	0	0
10.1371/journal.pgen.0030145	2007-08-31T00:00:00+00:00	pgen	false	0	0	0	0	0	0	10	0	1054	11	3275	2	4	9	5	0	0	0
10.1371/journal.pgen.0030146	2007-08-31T00:00:00+00:00	pgen	false	0	0	0	0	0	0	7	0	1071	22	2417	2	20	11	11	0	0	1
10.1371/journal.pgen.0030147	2007-09-07T00:00:00+00:00	pgen	false	0	0	0	0	0	0	28	5	1791	27	4963	21	24	8	9	1	0	0
10.1371/journal.pgen.0030148	2007-08-31T00:00:00+00:00	pgen	false	0	0	0	0	0	0	12	2	580	10	2545	1	10	3	8	0	0	0
10.1371/journal.pgen.0030149	2007-08-31T00:00:00+00:00	pgen	false	0	0	0	0	0	0	2	0	32	12	225	0	0	0	0	0	0	0
10.1371/journal.pgen.0030150	2007-09-07T00:00:00+00:00	pgen	false	0	0	0	0	0	0	1	0	544	24	2075	0	46	9	16	0	0	0
10.1371/journal.pgen.0030151	2007-09-07T00:00:00+00:00	pgen	8	0	0	0	0	0	0	7	0	754	19	2526	0	14	3	3	0	0	0
10.1371/journal.pgen.0030152	2007-09-07T00:00:00+00:00	pgen	false	0	0	0	0	0	0	1	0	370	22	1501	0	4	3	0	0	0	0
10.1371/journal.pgen.0030153	2007-09-14T00:00:00+00:00	pgen	false	0	0	0	0	0	0	11	0	424	13	1590	3	6	3	1	0	0	0
10.1371/journal.pgen.0030154	2007-09-14T00:00:00+00:00	pgen	false	0	0	0	0	0	0	11	0	1304	44	3791	2	31	13	12	0	0	0
10.1371/journal.pgen.0030155	2007-09-21T00:00:00+00:00	pgen	false	0	0	0	0	0	0	20	0	1289	21	3654	6	26	10	23	0	0	0
10.1371/journal.pgen.0030156	2007-09-14T00:00:00+00:00	pgen	false	0	0	0	0	0	0	2	0	289	13	1238	0	4	1	0	0	0	0
10.1371/journal.pgen.0030157	2007-09-21T00:00:00+00:00	pgen	false	0	0	0	0	0	0	12	0	1687	47	3697	1	52	17	21	0	0	0
10.1371/journal.pgen.0030158	2007-09-14T00:00:00+00:00	pgen	false	0	0	0	0	0	0	11	0	1327	25	3086	0	19	8	6	0	0	0
10.1371/journal.pgen.0030159	2007-09-21T00:00:00+00:00	pgen	false	0	0	0	0	0	0	3	0	584	17	1303	2	10	4	4	0	0	0
10.1371/journal.pgen.0030160	2007-09-21T00:00:00+00:00	pgen	false	0	0	0	0	0	0	23	0	1963	32	6029	4	31	8	9	0	0	0
10.1371/journal.pgen.0030161	2007-09-28T00:00:00+00:00	pgen	false	1	0	0	0	0	0	22	0	1248	17	4000	10	38	10	17	0	0	0
10.1371/journal.pgen.0030162	2007-09-14T00:00:00+00:00	pgen	false	0	0	0	0	0	0	8	0	1228	20	2972	1	49	14	16	0	0	0
10.1371/journal.pgen.0030163	2007-09-28T00:00:00+00:00	pgen	false	0	0	0	0	0	0	6	0	1665	22	4225	1	62	15	37	0	0	0
10.1371/journal.pgen.0030164	2007-09-28T00:00:00+00:00	pgen	false	0	0	0	0	0	0	4	0	890	34	7559	2	9	3	2	0	0	0
10.1371/journal.pgen.0030165	2007-09-28T00:00:00+00:00	pgen	false	0	0	0	0	0	0	1	0	307	20	1664	0	8	1	6	0	0	0
10.1371/journal.pgen.0030166	2007-10-05T00:00:00+00:00	pgen	false	0	0	0	0	0	0	7	0	812	22	3918	7	22	6	7	0	0	1
10.1371/journal.pgen.0030167	2007-09-28T00:00:00+00:00	pgen	false	0	0	0	0	0	0	1	0	804	24	2264	1	18	7	4	0	0	0
10.1371/journal.pgen.0030168	2007-09-28T00:00:00+00:00	pgen	false	0	0	0	0	0	0	3	0	48	20	303	0	0	0	1	0	0	0
10.1371/journal.pgen.0030169	2007-09-28T00:00:00+00:00	pgen	false	0	0	0	0	0	0	0	0	131	20	788	0	0	0	1	0	0	0
10.1371/journal.pgen.0030170	2007-10-05T00:00:00+00:00	pgen	false	0	0	0	0	0	0	15	0	1532	22	3748	1	40	21	17	0	0	0
10.1371/journal.pgen.0030171	2007-10-12T00:00:00+00:00	pgen	false	0	0	0	0	0	0	12	0	1271	26	3549	1	31	6	6	0	0	0
10.1371/journal.pgen.0030172	2007-10-19T00:00:00+00:00	pgen	false	0	0	0	0	0	0	11	0	1675	40	5393	0	27	7	7	0	0	0
10.1371/journal.pgen.0030173	2007-10-12T00:00:00+00:00	pgen	false	0	0	0	0	0	0	5	0	715	19	2002	0	9	2	3	0	0	0
10.1371/journal.pgen.0030174	2007-10-12T00:00:00+00:00	pgen	false	0	0	0	0	0	0	4	0	649	20	2397	0	12	3	0	0	0	0
10.1371/journal.pgen.0030175	2007-10-12T00:00:00+00:00	pgen	false	0	0	2	0	0	0	12	4	2746	39	10487	2	26	8	18	2	1	1
10.1371/journal.pgen.0030176	2007-10-12T00:00:00+00:00	pgen	false	0	0	0	0	0	0	3	0	401	16	1024	0	11	2	3	0	0	0
10.1371/journal.pgen.0030177	2007-10-19T00:00:00+00:00	pgen	false	0	0	0	0	0	0	8	0	973	29	2583	2	29	9	3	0	0	0
10.1371/journal.pgen.0030178	2007-10-19T00:00:00+00:00	pgen	false	0	0	0	0	0	0	7	0	1184	24	2786	1	13	6	6	0	0	0
10.1371/journal.pgen.0030179	2007-10-19T00:00:00+00:00	pgen	false	0	0	0	0	0	0	10	0	1533	39	4201	1	17	5	5	0	0	0
10.1371/journal.pgen.0030180	2007-10-19T00:00:00+00:00	pgen	false	0	0	0	0	0	0	1	0	262	10	1008	2	5	2	2	0	0	1
10.1371/journal.pgen.0030181	2007-10-26T00:00:00+00:00	pgen	false	0	0	0	0	0	0	17	0	3436	65	7198	4	71	27	34	0	0	0
10.1371/journal.pgen.0030182	2007-10-26T00:00:00+00:00	pgen	false	0	0	0	0	0	0	2	0	642	19	1885	0	17	3	3	0	0	0
10.1371/journal.pgen.0030183	2007-10-26T00:00:00+00:00	pgen	false	0	0	0	0	0	0	3	0	414	15	1394	1	24	16	2	0	0	0
10.1371/journal.pgen.0030184	2007-10-19T00:00:00+00:00	pgen	false	0	0	0	0	0	0	2	0	583	14	1866	1	25	11	5	0	0	0
10.1371/journal.pgen.0030185	2007-11-23T00:00:00+00:00	pgen	false	0	4	3	0	0	0	41	3	4835	158	30844	2	39	22	47	2	0	7
10.1371/journal.pgen.0030186	2007-10-19T00:00:00+00:00	pgen	false	0	0	0	0	0	0	2	0	306	16	1312	2	19	7	4	0	0	0
10.1371/journal.pgen.0030187	2007-10-26T00:00:00+00:00	pgen	false	0	0	0	0	0	0	18	0	893	17	3055	8	10	5	3	0	0	0
10.1371/journal.pgen.0030188	2007-11-09T00:00:00+00:00	pgen	false	0	0	0	0	0	0	5	0	896	30	2531	0	16	7	5	1	0	0
10.1371/journal.pgen.0030189	2007-10-19T00:00:00+00:00	pgen	false	0	0	0	0	0	0	3	0	916	30	2636	0	35	12	12	0	0	0
10.1371/journal.pgen.0030190	2007-10-19T00:00:00+00:00	pgen	false	0	0	0	0	0	0	30	2	3486	47	7499	3	73	28	35	0	0	0
10.1371/journal.pgen.0030191	2007-11-02T00:00:00+00:00	pgen	8	0	0	0	0	0	0	8	0	622	10	1853	1	2	11	3	0	0	0
10.1371/journal.pgen.0030192	2007-11-09T00:00:00+00:00	pgen	false	0	0	1	0	0	0	2	0	567	19	1902	0	13	8	17	0	0	0
10.1371/journal.pgen.0030194	2007-11-09T00:00:00+00:00	pgen	false	0	0	0	0	0	0	1	0	711	19	2338	1	9	26	30	0	0	0
10.1371/journal.pgen.0030195	2007-11-09T00:00:00+00:00	pgen	false	0	0	1	0	0	0	0	1	607	22	3563	0	7	1	11	0	0	5
10.1371/journal.pgen.0030196	2007-11-16T00:00:00+00:00	pgen	false	0	0	0	0	0	0	3	1	443	11	1630	1	12	10	5	0	0	0
10.1371/journal.pgen.0030197	2007-11-09T00:00:00+00:00	pgen	false	0	0	0	0	0	0	15	1	1656	38	5517	9	21	22	18	0	0	0
10.1371/journal.pgen.0030198	2007-11-02T00:00:00+00:00	pgen	false	0	0	0	0	0	0	3	0	465	13	2054	0	2	1	1	0	0	0
10.1371/journal.pgen.0030199	2007-11-30T00:00:00+00:00	pgen	false	0	0	0	0	0	0	13	0	1567	32	3584	4	8	10	2	0	0	0
10.1371/journal.pgen.0030200	2007-11-09T00:00:00+00:00	pgen	6	0	0	0	0	0	0	2	0	458	16	1929	0	7	1	4	0	0	0
10.1371/journal.pgen.0030201	2007-11-30T00:00:00+00:00	pgen	false	0	0	0	0	0	0	21	1	2516	50	7669	6	17	17	15	2	1	0
10.1371/journal.pgen.0030202	2007-11-16T00:00:00+00:00	pgen	false	0	0	0	0	0	0	1	0	371	19	1350	0	3	2	4	0	0	0
10.1371/journal.pgen.0030203	2007-11-16T00:00:00+00:00	pgen	false	0	1	0	0	0	0	9	0	670	13	2021	7	17	10	4	0	0	0
10.1371/journal.pgen.0030204	2007-11-16T00:00:00+00:00	pgen	false	0	0	0	0	0	0	14	0	905	16	2465	1	32	22	15	0	0	0
10.1371/journal.pgen.0030205	2007-11-16T00:00:00+00:00	pgen	false	0	0	0	0	0	0	11	0	544	13	1790	0	9	2	5	0	0	0
10.1371/journal.pgen.0030206	2007-12-07T00:00:00+00:00	pgen	false	0	0	0	0	0	0	1	0	317	21	1256	0	3	2	2	0	0	0
10.1371/journal.pgen.0030207	2007-11-23T00:00:00+00:00	pgen	false	0	0	0	0	0	0	1	0	789	23	3714	0	11	8	9	0	0	0
10.1371/journal.pgen.0030208	2007-11-16T00:00:00+00:00	pgen	false	0	0	0	0	0	0	1	0	319	15	1158	0	5	3	1	0	0	0
10.1371/journal.pgen.0030209	2007-11-16T00:00:00+00:00	pgen	false	0	0	0	0	0	0	1	0	508	10	1737	1	10	8	2	0	0	0
10.1371/journal.pgen.0030210	2007-11-30T00:00:00+00:00	pgen	false	0	0	0	0	0	0	12	0	699	17	3049	7	7	4	7	0	0	0
10.1371/journal.pgen.0030212	2007-11-23T00:00:00+00:00	pgen	false	0	0	0	0	0	0	3	0	538	15	1990	0	7	11	9	0	0	0
10.1371/journal.pgen.0030213	2007-11-30T00:00:00+00:00	pgen	false	0	0	0	0	0	0	3	0	452	12	1496	0	13	9	5	0	0	0
10.1371/journal.pgen.0030214	2007-11-30T00:00:00+00:00	pgen	false	0	0	0	0	0	0	0	0	547	14	1921	1	13	9	8	0	0	0
10.1371/journal.pgen.0030215	2007-12-14T00:00:00+00:00	pgen	6	0	0	0	0	0	0	23	0	1459	37	3701	10	25	25	28	0	0	0
10.1371/journal.pgen.0030216	2007-11-23T00:00:00+00:00	pgen	6	0	0	0	0	0	0	1	0	643	21	3144	1	2	8	2	0	0	1
10.1371/journal.pgen.0030217	2007-12-07T00:00:00+00:00	pgen	false	0	0	0	0	0	0	2	0	323	8	1245	1	3	7	9	0	0	0
10.1371/journal.pgen.0030218	2007-12-07T00:00:00+00:00	pgen	false	0	0	0	0	0	0	4	0	419	12	1467	0	2	0	0	0	0	0
10.1371/journal.pgen.0030219	2007-12-07T00:00:00+00:00	pgen	false	0	0	0	0	0	0	1	0	415	15	1293	2	2	1	3	0	0	0
10.1371/journal.pgen.0030220	2007-12-14T00:00:00+00:00	pgen	false	0	0	1	0	1	0	2	0	1065	19	3741	1	2	2	3	0	0	0
10.1371/journal.pgen.0030222	2007-12-07T00:00:00+00:00	pgen	false	0	0	0	0	0	0	4	0	661	17	2118	0	5	4	1	0	0	0
10.1371/journal.pgen.0030223	2007-11-30T00:00:00+00:00	pgen	false	0	0	0	0	0	0	5	0	484	12	1935	0	4	6	2	0	0	0
10.1371/journal.pgen.0030224	2007-12-14T00:00:00+00:00	pgen	false	0	0	0	0	0	0	3	0	953	23	2679	1	6	6	6	0	0	1
10.1371/journal.pgen.0030225	2007-12-21T00:00:00+00:00	pgen	false	0	0	0	0	0	0	0	0	496	18	1696	0	2	9	7	0	0	0
10.1371/journal.pgen.0030226	2007-12-14T00:00:00+00:00	pgen	false	0	0	0	0	0	0	5	0	610	9	1803	3	5	6	5	0	0	0
10.1371/journal.pgen.0030227	2007-12-28T00:00:00+00:00	pgen	false	0	0	0	0	0	0	5	0	662	14	1932	1	5	3	2	0	0	0
10.1371/journal.pgen.0030228	2007-12-14T00:00:00+00:00	pgen	false	0	0	0	0	0	0	7	0	1050	22	3230	1	5	20	6	0	0	0
10.1371/journal.pgen.0030229	2007-12-21T00:00:00+00:00	pgen	false	0	0	0	0	0	0	1	0	448	17	1847	1	15	9	16	0	0	0
10.1371/journal.pgen.0030230	2007-12-28T00:00:00+00:00	pgen	false	0	0	0	0	0	0	0	0	159	8	1739	0	0	0	0	0	0	0
10.1371/journal.pgen.0030231	2007-12-21T00:00:00+00:00	pgen	false	0	1	0	0	0	0	17	1	1042	19	3307	4	15	29	36	1	0	1
10.1371/journal.pgen.0030232	2007-12-21T00:00:00+00:00	pgen	false	0	0	0	0	0	0	0	0	441	10	1312	0	7	2	4	0	0	0
10.1371/journal.pgen.0030233	2007-12-28T00:00:00+00:00	pgen	false	0	0	0	0	0	0	6	0	901	20	2673	4	15	12	8	0	0	0
10.1371/journal.pgen.0030234	2007-12-28T00:00:00+00:00	pgen	false	0	0	0	0	0	0	1	0	482	16	1692	0	5	4	4	0	0	0
10.1371/journal.pgen.0030235	2007-12-28T00:00:00+00:00	pgen	false	0	0	0	0	0	0	0	0	593	11	2105	0	21	8	16	0	0	8
10.1371/journal.pgen.0030236	2008-01-18T00:00:00+00:00	pgen	false	0	4	1	0	0	0	9	7	3205	55	13424	10	15	47	32	0	0	0
10.1371/journal.pgen.0030237	2007-12-21T00:00:00+00:00	pgen	false	0	0	0	0	0	0	5	0	508	20	2270	0	22	16	12	0	0	0
10.1371/journal.pgen.0030238	2007-12-14T00:00:00+00:00	pgen	false	0	0	0	0	0	0	4	0	394	14	2360	0	12	9	7	0	0	0
10.1371/journal.pgen.0040001	2008-01-04T00:00:00+00:00	pgen	false	0	0	0	0	0	0	2	0	366	13	1575	0	5	6	23	0	0	0
10.1371/journal.pgen.0040002	2008-01-11T00:00:00+00:00	pgen	false	0	0	0	0	0	0	13	0	833	17	2392	2	12	7	5	1	0	0
10.1371/journal.pgen.0040003	2008-01-18T00:00:00+00:00	pgen	false	0	0	0	0	0	0	2	0	832	21	2588	3	7	12	4	0	0	0
10.1371/journal.pgen.0040004	2008-01-18T00:00:00+00:00	pgen	false	0	2	0	0	0	0	19	1	1880	36	7775	7	35	48	34	0	0	0
