DOI	Publication Date	Days Since Aug 2009	PMID	Publication Year	Journal	'Research Article' or 'non-Research Article'?	Article Title	Citations - CrossRef	Citations - PubMed Central	Citations - Scopus	Total HTML Page Views	Total PDF Downloads	Total XML Downloads	Combined Usage (HTML + PDF + XML)	Blog Coverage - Postgenomic	Blog Coverage - Nature Blogs	Blog Coverage - Bloglines	Number of Trackbacks	Social Bookmarking - CiteULike	Social Bookmarking - Connotea	Number of Ratings	Average Rating	Number of Note threads	Number of replies to Notes	Number of Comment threads	Number of replies to Comments	Number of 'Star Ratings' that also include a text comment
10.1371/journal.pone.0002453	6/11/08	416		2008	PLoS ONE	RA	Cohesin Interaction with Centromeric Minichromosomes Shows a Multi-Complex Rod-Shaped Structure	2	2	2	595	195	31	821	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pone.0002454	6/18/08	409		2008	PLoS ONE	RA	Scaling-Up Exclusive Breastfeeding Support Programmes: The Example of KwaZulu-Natal	1	0	0	548	104	71	723	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pone.0002455	6/18/08	409		2008	PLoS ONE	RA	PINK1 Is Necessary for Long Term Survival and Mitochondrial Function in Human Dopaminergic Neurons	7	7	13	1796	634	265	2695	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pone.0002456	6/18/08	409		2008	PLoS ONE	RA	Critical Dynamics in Genetic Regulatory Networks: Examples from Four Kingdoms	2	3	5	1190	383	136	1709	0	0	0	1	4	0	1	5	0	0	0	0	1
10.1371/journal.pone.0002457	8/21/08	345		2008	PLoS ONE	RA	The Early ANTP Gene Repertoire: Insights from the Placozoan Genome	1	2	1	647	129	7	783	1	0	0	2	0	0	0	0	0	0	0	0	0
10.1371/journal.pone.0002458	6/18/08	409		2008	PLoS ONE	RA	Critical Involvement of the ATM-Dependent DNA Damage Response in the Apoptotic Demise of HIV-1-Elicited Syncytia	3	0	7	779	168	136	1083	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pone.0002459	6/18/08	409		2008	PLoS ONE	RA	Knockdown of Cytosolic Glutaredoxin 1 Leads to Loss of Mitochondrial Membrane Potential: Implication in Neurodegenerative Diseases	0	0	0	955	273	253	1481	0	0	0	0	0	0	0	0	0	0	1	0	0
10.1371/journal.pone.0002460	6/18/08	409		2008	PLoS ONE	RA	Perinatal Androgens and Adult Behavior Vary with Nestling Social System in Siblicidal Boobies	0	0	0	1165	88	245	1498	0	0	0	1	0	0	0	0	0	0	0	0	0
10.1371/journal.pone.0002461	6/18/08	409		2008	PLoS ONE	RA	Exosomes Derived from M. Bovis BCG Infected Macrophages Activate Antigen-Specific CD4+ and CD8+ T Cells In Vitro and In Vivo	3	0	1	797	281	74	1152	0	0	0	0	1	0	0	0	0	0	1	0	0
10.1371/journal.pone.0002462	6/18/08	409		2008	PLoS ONE	RA	Free Brick1 Is a Trimeric Precursor in the Assembly of a Functional Wave Complex	2	0	2	557	163	135	855	0	0	0	0	0	0	1	5	0	0	0	0	1
10.1371/journal.pone.0002463	6/18/08	409		2008	PLoS ONE	RA	Maximum Host Survival at Intermediate Parasite Infection Intensities	1	0	2	580	123	139	842	0	0	0	1	0	0	0	0	0	0	0	0	0
10.1371/journal.pone.0002464	6/18/08	409		2008	PLoS ONE	RA	"Body Segment Differences in Surface Area, Skin Temperature and 3D Displacement and the Estimation of Heat Balance during Locomotion in Hominins"	0	0	0	1492	95	121	1708	0	0	0	1	1	0	0	0	0	0	0	0	0
10.1371/journal.pone.0002465	6/18/08	409		2008	PLoS ONE	RA	The Many Faces of Fear: Comparing the Pathways and Impacts of Nonconsumptive Predator Effects on Prey Populations	2	0	2	681	157	81	919	0	0	0	1	0	0	0	0	0	0	0	0	0
10.1371/journal.pone.0002467	6/18/08	409		2008	PLoS ONE	RA	Ammonium-Acetate Is Sensed by Gustatory and Olfactory Neurons in Caenorhabditis elegans	0	0	1	594	103	50	747	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pone.0002468	6/25/08	402		2008	PLoS ONE	RA	Consequences of Cold-Ischemia Time on Primary Nonfunction and Patient and Graft Survival in Liver Transplantation: A Meta-Analysis	1	0	0	833	85	315	1233	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pone.0002469	6/25/08	402		2008	PLoS ONE	RA	A Unique Carrier for Delivery of Therapeutic Compounds beyond the Blood-Brain Barrier	0	0	1	2080	363	375	2818	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pone.0002470	6/25/08	402		2008	PLoS ONE	RA	TSP-1 Secreted by Bone Marrow Stromal Cells Contributes to Retinal Ganglion Cell Neurite Outgrowth and Survival	1	0	1	650	125	231	1006	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pone.0002471	6/18/08	409		2008	PLoS ONE	RA	"Binding of sFRP-3 to EGF in the Extra-Cellular Space Affects Proliferation, Differentiation and Morphogenetic Events Regulated by the Two Molecules"	0	0	0	597	189	199	985	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pone.0002472	6/25/08	402		2008	PLoS ONE	RA	Novel Peptide Marker Corresponding to Salivary Protein gSG6 Potentially Identifies Exposure to Anopheles Bites	0	1	3	530	78	209	817	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pone.0002473	6/25/08	402		2008	PLoS ONE	RA	Epilepsy in Dcx Knockout Mice Associated with Discrete Lamination Defects and Enhanced Excitability in the Hippocampus	4	1	4	730	186	221	1137	0	0	0	1	1	0	0	0	0	0	0	0	0
10.1371/journal.pone.0002474	6/25/08	402		2008	PLoS ONE	RA	Depletion of Plasmodium berghei Plasmoredoxin Reveals a Non-Essential Role for Life Cycle Progression of the Malaria Parasite	0	2	0	578	136	246	960	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pone.0002476	6/25/08	402		2008	PLoS ONE	RA	Butyrate Transcriptionally Enhances Peptide Transporter PepT1 Expression and Activity	0	0	0	628	142	278	1048	0	0	0	0	0	0	0	0	1	0	0	0	0
10.1371/journal.pone.0002477	6/18/08	409		2008	PLoS ONE	RA	UDP-N-Acetylglucosamine 2-Epimerase/N-Acetylmannosamine Kinase (GNE) Binds to Alpha-Actinin 1: Novel Pathways in Skeletal Muscle?	1	0	2	473	107	250	830	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pone.0002478	6/25/08	402		2008	PLoS ONE	RA	B-MYB Is Essential for Normal Cell Cycle Progression and Chromosomal Stability of Embryonic Stem Cells	2	1	4	935	268	177	1380	0	0	0	0	0	0	0	0	0	0	1	0	0
10.1371/journal.pone.0002479	6/25/08	402		2008	PLoS ONE	RA	Dopamine Agonist Increases Risk Taking but Blunts Reward-Related Brain Activity	3	1	1	1557	274	234	2065	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pone.0002480	6/18/08	409		2008	PLoS ONE	RA	Evaluating the Potential Effectiveness of Compensatory Mitigation Strategies for Marine Bycatch	1	1	3	757	144	66	967	0	0	0	2	0	0	0	0	0	0	0	0	0
10.1371/journal.pone.0002481	6/25/08	402		2008	PLoS ONE	RA	The Role of Superior Temporal Cortex in Auditory Timing	3	0	2	590	157	87	834	0	0	0	0	1	0	0	0	0	0	1	0	0
10.1371/journal.pone.0002482	6/25/08	402		2008	PLoS ONE	RA	A Regulatory Role for NBS1 in Strand-Specific Mutagenesis during Somatic Hypermutation	0	1	3	412	112	59	583	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pone.0002483	6/25/08	402		2008	PLoS ONE	RA	Cortical Plasticity Induced by Transcranial Magnetic Stimulation during Wakefulness Affects Electroencephalogram Activity during Sleep	2	1	5	669	168	88	925	0	0	0	1	1	0	0	0	0	0	1	0	0
10.1371/journal.pone.0002485	6/18/08	409		2008	PLoS ONE	RA	Motor Adaptation Scaled by the Difficulty of a Secondary Cognitive Task	0	0	0	469	118	45	632	0	0	0	0	2	0	0	0	0	0	0	0	0
10.1371/journal.pone.0002486	7/2/08	395		2008	PLoS ONE	RA	Targeted Disruption of the PME-1 Gene Causes Loss of Demethylated PP2A and Perinatal Lethality in Mice	1	0	2	562	119	117	798	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pone.0002487	6/25/08	402		2008	PLoS ONE	RA	A Francisella tularensis Schu S4 Purine Auxotroph Is Highly Attenuated in Mice but Offers Limited Protection against Homologous Intranasal Challenge	1	1	6	974	145	231	1350	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pone.0002488	6/25/08	402		2008	PLoS ONE	RA	Increased Avian Diversity Is Associated with Lower Incidence of Human West Nile Infection: Observation of the Dilution Effect	2	0	3	2228	436	322	2986	0	0	0	3	0	2	0	0	0	0	0	0	0
10.1371/journal.pone.0002489	6/18/08	409		2008	PLoS ONE	RA	The Effects of HIV on the Sensitivity of a Whole Blood IFN-? Release Assay in Zambian Adults with Active Tuberculosis	3	2	7	627	165	253	1045	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pone.0002490	6/18/08	409		2008	PLoS ONE	RA	Identifying Canadian Freshwater Fishes through DNA Barcodes	5	0	10	1722	387	88	2197	0	0	0	1	0	0	0	0	0	0	0	0	0
10.1371/journal.pone.0002491	6/18/08	409		2008	PLoS ONE	RA	The Histidine Kinase AHK5 Integrates Endogenous and Environmental Signals in Arabidopsis Guard Cells	1	2	5	1195	289	225	1709	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pone.0002492	6/25/08	402		2008	PLoS ONE	RA	"Germline Mutation in RNASEL Predicts Increased Risk of Head and Neck, Uterine Cervix and Breast Cancer"	0	0	0	548	151	154	853	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pone.0002493	6/18/08	409		2008	PLoS ONE	RA	Hepatotoxin-Induced Changes in the Adult Murine Liver Promote MYC-Induced Tumorigenesis	0	0	0	651	165	236	1052	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pone.0002494	6/25/08	402		2008	PLoS ONE	RA	Human Umbilical Cord Blood Treatment in a Mouse Model of ALS: Optimization of Cell Dose	1	0	1	983	271	228	1482	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pone.0002495	6/25/08	402		2008	PLoS ONE	RA	Role of X11 and ubiquilin as In Vivo Regulators of the Amyloid Precursor Protein in Drosophila	1	1	1	534	199	51	784	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pone.0002496	6/25/08	402		2008	PLoS ONE	RA	"On the Action of Cyclosporine A, Rapamycin and Tacrolimus on M. avium Including Subspecies paratuberculosis"	1	2	1	774	99	320	1193	0	0	0	0	0	0	0	0	0	0	1	0	0
10.1371/journal.pone.0002497	6/18/08	409		2008	PLoS ONE	RA	Formin 1-Isoform IV Deficient Cells Exhibit Defects in Cell Spreading and Focal Adhesion Formation	1	0	1	510	132	190	832	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pone.0002498	6/25/08	402		2008	PLoS ONE	RA	Derivation of Chondrogenically-Committed Cells from Human Embryonic Cells for Cartilage Tissue Regeneration	2	1	2	669	250	211	1130	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pone.0002499	6/25/08	402		2008	PLoS ONE	RA	Effects of Ferumoxides ? Protamine Sulfate Labeling on Immunomodulatory Characteristics of Macrophage-like THP-1 Cells	0	0	1	551	119	256	926	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pone.0002500	6/18/08	409		2008	PLoS ONE	RA	Optimal Probe Length Varies for Targets with High Sequence Variation: Implications for Probe Library Design for Resequencing Highly Variable Genes	1	0	1	282	40	125	447	0	0	0	0	2	1	0	0	0	0	0	0	0
10.1371/journal.pone.0002501	6/25/08	402		2008	PLoS ONE	RA	Overexpression of the Mitochondrial T3 Receptor p43 Induces a Shift in Skeletal Muscle Fiber Types	0	1	2	598	180	230	1008	0	0	0	0	1	0	0	0	0	0	0	0	0
10.1371/journal.pone.0002502	6/25/08	402		2008	PLoS ONE	RA	Climate Change and the Future of California's Endemic Flora	6	3	3	6529	1203	188	7920	0	0	0	2	2	0	0	0	0	0	0	0	0
10.1371/journal.pone.0002503	6/18/08	409		2008	PLoS ONE	RA	Altered Gene Expression in Early Atherosclerosis Is Blocked by Low Level Apolipoprotein E	1	1	2	473	145	272	890	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pone.0002504	6/18/08	409		2008	PLoS ONE	RA	The ?Common Disease-Common Variant? Hypothesis and Familial Risks	5	0	4	969	225	42	1236	0	0	0	0	1	0	0	0	0	0	0	0	0
10.1371/journal.pone.0002505	6/18/08	409		2008	PLoS ONE	RA	"Associations between Burkitt Lymphoma among Children in Malawi and Infection with HIV, EBV and Malaria: Results from a Case-Control Study"	2	0	2	884	237	301	1422	0	0	0	0	0	0	0	0	0	0	1	0	0
10.1371/journal.pone.0002506	6/25/08	402		2008	PLoS ONE	RA	Repression of RNA Polymerase II Transcription by a Drosophila Oligopeptide	0	0	1	569	127	316	1012	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pone.0002507	6/25/08	402		2008	PLoS ONE	RA	Proteomic Modeling for HIV-1 Infected Microglia-Astrocyte Crosstalk	2	0	2	865	238	232	1335	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pone.0002508	6/25/08	402		2008	PLoS ONE	RA	Generation of Small 32P-Labeled Peptides as a Potential Approach to Colorectal Cancer Therapy	0	0	0	352	52	333	737	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pone.0002509	6/25/08	402		2008	PLoS ONE	RA	Immunological Responses Elicited by Different Infection Regimes with Strongyloides ratti	1	1	0	276	46	92	414	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pone.0002510	6/25/08	402		2008	PLoS ONE	RA	Density of Common Complex Ocular Traits in the Aging Eye: Analysis of Secondary Traits in Genome-Wide Association Studies	0	0	0	309	60	281	650	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pone.0002511	6/25/08	402		2008	PLoS ONE	RA	Tbx6 Regulates Left/Right Patterning in Mouse Embryos through Effects on Nodal Cilia and Perinodal Signaling	1	1	4	897	267	175	1339	0	0	0	0	0	0	1	4.3	0	0	0	0	0
10.1371/journal.pone.0002512	7/2/08	395		2008	PLoS ONE	RA	Relationship between Quality and Editorial Leadership of Biomedical Research Journals: A Comparative Study of Italian and UK Journals	1	0	0	2312	232	240	2784	1	0	0	1	2	0	0	0	0	0	0	0	0
10.1371/journal.pone.0002513	7/2/08	395		2008	PLoS ONE	RA	Genotyping of Bacillus cereus Strains by Microarray-Based Resequencing	0	1	0	752	165	103	1020	0	0	0	0	1	0	0	0	0	0	0	0	0
10.1371/journal.pone.0002514	6/25/08	402		2008	PLoS ONE	RA	Engineering of a Genetically Encodable Fluorescent Voltage Sensor Exploiting Fast Ci-VSP Voltage-Sensing Movements	2	2	5	955	291	232	1478	0	0	0	0	0	0	1	3	0	0	0	0	0
10.1371/journal.pone.0002515	6/25/08	402		2008	PLoS ONE	RA	Gating at the Mouth of the Acetylcholine Receptor Channel: Energetic Consequences of Mutations in the ?M2-Cap	3	1	3	427	154	295	876	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pone.0002516	6/25/08	402		2008	PLoS ONE	RA	Microbial Translocation Is Associated with Increased Monocyte Activation and Dementia in AIDS Patients	8	4	9	1069	357	239	1665	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pone.0002517	6/25/08	402		2008	PLoS ONE	RA	Heterosubtypic Protection against Pathogenic Human and Avian Influenza Viruses via In Vivo Electroporation of Synthetic Consensus DNA Antigens	6	1	9	1443	437	236	2116	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pone.0002518	6/18/08	409		2008	PLoS ONE	RA	Suppression of Tumor Growth and Angiogenesis by a Specific Antagonist of the Cell-Surface Expressed Nucleolin	2	1	6	6076	936	140	7152	0	0	0	0	0	0	1	5	0	0	0	0	0
10.1371/journal.pone.0002519	6/25/08	402		2008	PLoS ONE	RA	Mapping Health Literacy Research in the European Union: A Bibliometric Analysis	0	1	3	705	95	159	959	0	0	0	1	0	0	0	0	0	0	0	0	0
10.1371/journal.pone.0002520	6/25/08	402		2008	PLoS ONE	RA	"The Target Selective Neural Response ? Similarity, Ambiguity, and Learning Effects"	2	0	2	583	134	64	781	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pone.0002521	6/25/08	402		2008	PLoS ONE	RA	A Dual Origin of the Xist Gene from a Protein-Coding Gene and a Set of Transposable Elements	1	1	1	681	209	53	943	0	0	0	0	0	1	0	0	0	0	0	0	0
10.1371/journal.pone.0002522	6/25/08	402		2008	PLoS ONE	RA	Statin Induced Myopathy and Myalgia: Time Trend Analysis and Comparison of Risk Associated with Statin Class from 1991?2006	1	0	5	1569	300	195	2064	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pone.0002523	6/25/08	402		2008	PLoS ONE	RA	The Prehistory of Potyviruses: Their Initial Radiation Was during the Dawn of Agriculture	4	1	7	859	255	203	1317	0	0	0	1	0	0	0	0	0	0	0	0	0
10.1371/journal.pone.0002524	7/2/08	395		2008	PLoS ONE	RA	Contextual Specificity in Peptide-Mediated Protein Interactions	5	3	3	980	251	225	1456	2	0	0	1	4	0	0	0	0	0	0	0	0
10.1371/journal.pone.0002525	6/25/08	402		2008	PLoS ONE	RA	Cortical Layer 1 and Layer 2/3 Astrocytes Exhibit Distinct Calcium Dynamics In Vivo	3	0	4	983	253	80	1316	0	0	0	0	1	0	0	0	0	0	0	0	0
10.1371/journal.pone.0002526	6/25/08	402		2008	PLoS ONE	RA	Nitric Oxide Mediates Stretch-Induced Ca2+ Release via Activation of Phosphatidylinositol 3-Kinase-Akt Pathway in Smooth Muscle	1	0	2	603	126	300	1029	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pone.0002527	6/25/08	402		2008	PLoS ONE	RA	Simultaneous Assessment of Soil Microbial Community Structure and Function through Analysis of the Meta-Transcriptome	6	2	10	2048	790	217	3055	0	0	0	0	3	0	0	0	0	0	0	0	0
10.1371/journal.pone.0002528	6/25/08	402		2008	PLoS ONE	RA	Silencing of Keratinocyte Growth Factor Receptor Restores 5-Fluorouracil and Tamoxifen Efficacy on Responsive Cancer Cells	0	0	1	544	140	150	834	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pone.0002529	6/25/08	402		2008	PLoS ONE	RA	Left Hemisphere Specialization for Oro-Facial Movements of Learned Vocal Signals by Captive Chimpanzees	1	0	1	984	101	197	1282	0	0	0	1	0	0	0	0	0	0	0	0	0
10.1371/journal.pone.0002530	6/25/08	402		2008	PLoS ONE	RA	"An Open Label, Randomised Trial of Artesunate+Amodiaquine, Artesunate+Chlorproguanil-Dapsone and Artemether-Lumefantrine for the Treatment of Uncomplicated Malaria"	0	1	2	1098	185	79	1362	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pone.0002531	6/25/08	402		2008	PLoS ONE	RA	A Cytosine Methyltransferase Homologue Is Essential for Sexual Development in Aspergillus nidulans	2	1	1	400	100	28	528	1	1	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pone.0002532	7/2/08	395		2008	PLoS ONE	RA	Marking Embryonic Stem Cells with a 2A Self-Cleaving Peptide: A NKX2-5 Emerald GFP BAC Reporter	2	0	0	1714	526	241	2481	0	0	0	0	0	1	0	0	0	0	0	0	0
10.1371/journal.pone.0002533	6/25/08	402		2008	PLoS ONE	RA	The M235T Polymorphism in the AGT Gene and CHD Risk: Evidence of a Hardy-Weinberg Equilibrium Violation and Publication Bias in a Meta-Analysis	1	0	1	477	110	241	828	0	0	0	0	1	0	0	0	0	0	0	0	0
10.1371/journal.pone.0002534	7/2/08	395		2008	PLoS ONE	RA	A Fluctuation-Driven Mechanism for Slow Decision Processes in Reverberant Networks	0	1	1	471	97	147	715	0	0	0	0	0	0	0	0	2	0	0	0	0
10.1371/journal.pone.0002535	7/2/08	395		2008	PLoS ONE	RA	An Evaluation of Commercial Fluorescent Bead-Based Luminex Cytokine Assays	1	1	4	1817	458	170	2445	0	0	0	0	1	0	0	0	0	0	0	0	0
10.1371/journal.pone.0002536	7/2/08	395		2008	PLoS ONE	RA	"Phytotoxic Effects of (?)-Catechin In vitro, in Soil, and in the Field"	4	1	3	582	114	134	830	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pone.0002537	7/2/08	395		2008	PLoS ONE	RA	On the Prevalence of M. avium Subspecies paratuberculosis DNA in the Blood of Healthy Individuals and Patients with Inflammatory Bowel Disease	1	3	2	763	131	181	1075	0	0	0	0	1	0	0	0	0	0	0	0	0
10.1371/journal.pone.0002538	7/2/08	395		2008	PLoS ONE	RA	Modified Cav1.4 Expression in the Cacna1fnob2 Mouse Due to Alternative Splicing of an ETn Inserted in Exon 2	0	0	0	414	76	63	553	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pone.0002539	7/2/08	395		2008	PLoS ONE	RA	"Autoimmune Pancreatocholangitis, Non-Autoimmune Pancreatitis and Primary Sclerosing Cholangitis: A Comparative Morphological and Immunological Analysis"	0	0	1	637	117	227	981	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pone.0002540	7/2/08	395		2008	PLoS ONE	RA	Pathogenesis of Age-Related Osteoporosis: Impaired Mechano-Responsiveness of Bone Is Not the Culprit	1	0	0	809	114	250	1173	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pone.0002541	7/2/08	395		2008	PLoS ONE	RA	Visualizing Global Properties of Large Complex Networks	0	0	0	948	197	244	1389	0	0	0	0	1	0	0	0	0	0	0	0	0
10.1371/journal.pone.0002542	7/2/08	395		2008	PLoS ONE	RA	The Proto-Oncogene LRF Is under Post-Transcriptional Control of MiR-20a: Implications for Senescence	0	1	1	883	366	60	1309	0	0	0	0	1	0	0	0	0	0	0	0	0
10.1371/journal.pone.0002543	7/2/08	395		2008	PLoS ONE	RA	The CXCL12? Chemokine Displays Unprecedented Structural and Functional Properties that Make It a Paradigm of Chemoattractant Proteins	1	0	0	605	173	216	994	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pone.0002544	7/2/08	395		2008	PLoS ONE	RA	Attitudes Toward Consumption and Conservation of Tigers in China	0	0	0	1613	273	263	2149	1	0	0	2	0	1	0	0	0	0	1	0	0
10.1371/journal.pone.0002545	6/25/08	402		2008	PLoS ONE	RA	Climate Extremes Promote Fatal Co-Infections during Canine Distemper Epidemics in African Lions	0	0	1	2719	488	197	3404	0	0	0	2	0	1	0	0	0	0	0	0	0
10.1371/journal.pone.0002546	6/25/08	402		2008	PLoS ONE	RA	"Association between LTA, TNF and AGER Polymorphisms and Late Diabetic Complications"	0	0	1	456	84	346	886	0	0	0	0	1	0	0	0	0	0	0	0	0
10.1371/journal.pone.0002547	6/25/08	402		2008	PLoS ONE	RA	A Vaccine against Nicotine for Smoking Cessation: A Randomized Controlled Trial	2	0	6	2369	412	265	3046	0	0	0	1	0	0	0	0	0	0	0	0	0
10.1371/journal.pone.0002549	7/2/08	395		2008	PLoS ONE	RA	"A Microsatellite Guided Insight into the Genetic Status of Adi, an Isolated Hunting-Gathering Tribe of Northeast India"	0	0	0	675	118	166	959	1	0	0	1	0	0	0	0	0	0	0	0	0
10.1371/journal.pone.0002550	6/25/08	402		2008	PLoS ONE	RA	Enhanced Caenorhabditis elegans Locomotion in a Structured Microfluidic Environment	0	0	2	1148	225	123	1496	0	0	0	1	0	0	1	4.7	0	0	1	0	0
10.1371/journal.pone.0002551	7/2/08	395		2008	PLoS ONE	RA	Population Substructure and Control Selection in Genome-Wide Association Studies	5	2	8	1066	384	162	1612	0	0	0	0	1	0	0	0	0	0	0	0	0
10.1371/journal.pone.0002552	6/25/08	402		2008	PLoS ONE	RA	Inverse Correlation of Population Similarity and Introduction Date for Invasive Ascidians	0	0	0	478	72	166	716	0	0	0	1	0	1	0	0	0	0	0	0	0
10.1371/journal.pone.0002553	7/2/08	395		2008	PLoS ONE	RA	Sex-Specific Expression of the X-Linked Histone Demethylase Gene Jarid1c in Brain	2	1	4	722	169	196	1087	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pone.0002554	7/2/08	395		2008	PLoS ONE	RA	A Comparison of Wood Density between Classical Cremonese and Modern Violins	1	1	1	39409	2523	382	42314	1	0	0	2	0	0	1	4	0	0	3	0	1
10.1371/journal.pone.0002555	7/2/08	395		2008	PLoS ONE	RA	RelB-Dependent Stromal Cells Promote T-Cell Leukemogenesis	0	0	2	549	91	257	897	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pone.0002556	7/2/08	395		2008	PLoS ONE	RA	Polarized Growth in the Absence of F-Actin in Saccharomyces cerevisiae Exiting Quiescence	0	1	0	461	131	131	723	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pone.0002557	7/2/08	395		2008	PLoS ONE	RA	Aberrant Expression of Oncogenic and Tumor-Suppressive MicroRNAs in Cervical Cancer Is Required for Cancer Cell Growth	5	3	11	1712	751	182	2645	0	0	0	0	1	1	0	0	0	0	0	0	0
10.1371/journal.pone.0002558	7/2/08	395		2008	PLoS ONE	RA	"Potentiation of Nerve Growth Factor-Induced Neurite Outgrowth by Fluvoxamine: Role of Sigma-1 Receptors, IP3 Receptors and Cellular Signaling Pathways"	0	0	1	738	228	220	1186	0	0	0	0	1	0	0	0	0	0	0	0	0
10.1371/journal.pone.0002559	7/2/08	395		2008	PLoS ONE	RA	Cerebrospinal Fluid B Cells Correlate with Early Brain Inflammation in Multiple Sclerosis	2	0	3	785	182	240	1207	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pone.0002560	7/2/08	395		2008	PLoS ONE	RA	The Complement Anaphylatoxin C5a Induces Apoptosis in Adrenomedullary Cells during Experimental Sepsis	2	1	4	557	129	278	964	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pone.0002561	7/2/08	395		2008	PLoS ONE	RA	Knee Arthroplasty: Disabilities in Comparison to the General Population and to Hip Arthroplasty Using a French National Longitudinal Survey	0	0	0	433	54	218	705	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pone.0002562	7/2/08	395		2008	PLoS ONE	RA	Defining Human Embryo Phenotypes by Cohort-Specific Prognostic Factors	2	0	1	2890	368	170	3428	0	0	0	1	0	0	0	0	0	0	0	0	0
10.1371/journal.pone.0002563	6/25/08	402		2008	PLoS ONE	RA	Mesenchymal Stem Cells in Early Entry of Breast Cancer into Bone Marrow	4	1	1	1272	451	211	1934	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pone.0002564	6/25/08	402		2008	PLoS ONE	RA	Inequalities in Oral Health for Children with Disabilities: A French National Survey in Special Schools	0	0	0	647	97	318	1062	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pone.0002565	7/2/08	395		2008	PLoS ONE	RA	A Randomized Controlled Phase IIb Trial of Antigen-Antibody Immunogenic Complex Therapeutic Vaccine in Chronic Hepatitis B Patients	1	0	2	2725	141	190	3056	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pone.0002566	7/2/08	395		2008	PLoS ONE	RA	An Automated Phylogenetic Tree-Based Small Subunit rRNA Taxonomy and Alignment Pipeline (STAP)	0	0	1	2656	537	257	3450	3	0	0	1	10	0	0	0	0	0	2	0	0
